num|uid|filepath|filename|line-start|line-end|name|parameters|returns|description
205||lua/entities/zdev_snpc_test/cl_init.lua|cl_init.lua|14|21|ENT:Draw|||
206||lua/entities/zdev_snpc_test/cl_init.lua|cl_init.lua|23|73|ENT:DrawStatusIndicator|||
207||lua/entities/zdev_snpc_test/cl_init.lua|cl_init.lua|75|85|ENT:GetStateColor|state||
208||lua/entities/zdev_snpc_test/cl_init.lua|cl_init.lua|87|98|ENT:Think|||
209||lua/entities/zdev_snpc_test/cl_init.lua|cl_init.lua|100|102|ENT:GetMaxHealth|||
210||lua/entities/zdev_snpc_test/init.lua|init.lua|14|53|ENT:Initialize|||
211||lua/entities/zdev_snpc_test/init.lua|init.lua|55|80|ENT:Think|||
212||lua/entities/zdev_snpc_test/init.lua|init.lua|82|85|ENT:StartSearching|||
213||lua/entities/zdev_snpc_test/init.lua|init.lua|87|104|ENT:DoSearch|||
214||lua/entities/zdev_snpc_test/init.lua|init.lua|106|330|ENT:FindNearestChair|||
215||lua/entities/zdev_snpc_test/init.lua|init.lua|124|330|ENT:IsChair|ent||
216||lua/entities/zdev_snpc_test/init.lua|init.lua|144|330|ENT:CanSitInChair|chair||
217||lua/entities/zdev_snpc_test/init.lua|init.lua|168|171|ENT:GetChairSitPos|chair||
218||lua/entities/zdev_snpc_test/init.lua|init.lua|173|191|ENT:DoWalkToChair|||
219||lua/entities/zdev_snpc_test/init.lua|init.lua|193|214|ENT:SitInChair|chair||
220||lua/entities/zdev_snpc_test/init.lua|init.lua|216|220|ENT:DoSitting|||
221||lua/entities/zdev_snpc_test/init.lua|init.lua|222|233|ENT:StandUp|||
222||lua/entities/zdev_snpc_test/init.lua|init.lua|235|258|ENT:StartWandering|||
223||lua/entities/zdev_snpc_test/init.lua|init.lua|260|272|ENT:DoWander|||
224||lua/entities/zdev_snpc_test/init.lua|init.lua|274|277|ENT:StartLookingAround|||
225||lua/entities/zdev_snpc_test/init.lua|init.lua|279|289|ENT:DoLookAround|||
226||lua/entities/zdev_snpc_test/init.lua|init.lua|291|302|ENT:OnTakeDamage|dmg||
227||lua/entities/zdev_snpc_test/init.lua|init.lua|304|307|ENT:OnKilled|dmg||
228||lua/entities/zdev_snpc_test/init.lua|init.lua|309|315|ENT:AcceptInput|name, activator, caller, data||
229||lua/entities/zdev_snpc_test/init.lua|init.lua|317|329|ENT:OnUse|activator||
230||lua/entities/zdev_snpc_test/shared.lua|shared.lua|65|69|ENT:SetupDataTables|||
231||lua/entities/zdev_snpc_test/shared.lua|shared.lua|71|82|ENT:GetStateName|||
232||lua/entities/zdev_test_food_apple.lua|zdev_test_food_apple.lua|31|36|ENT:SetupDataTables|||
233||lua/entities/zdev_test_food_apple.lua|zdev_test_food_apple.lua|38|43|ENT:SetFruitState|state||
234||lua/entities/zdev_test_food_apple.lua|zdev_test_food_apple.lua|45|48|ENT:SetLifeTime|time||
235||lua/entities/zdev_test_food_apple.lua|zdev_test_food_apple.lua|50|52|ENT:GetLifeTime|||
236||lua/entities/zdev_test_food_apple.lua|zdev_test_food_apple.lua|54|80|ENT:OnSpawn|||
237||lua/entities/zdev_test_food_apple.lua|zdev_test_food_apple.lua|82|94|ENT:Initialize|||
238||lua/entities/zdev_test_food_apple.lua|zdev_test_food_apple.lua|96|111|ENT:Use|activator, caller||
239||lua/entities/zdev_test_food_apple.lua|zdev_test_food_apple.lua|113|116|ENT:Think|||
240||lua/entities/zdev_test_food_apple.lua|zdev_test_food_apple.lua|119|123|ENT:Draw|||
241||lua/entities/zdev_test_food_tomato.lua|zdev_test_food_tomato.lua|31|36|ENT:SetupDataTables|||
242||lua/entities/zdev_test_food_tomato.lua|zdev_test_food_tomato.lua|38|43|ENT:SetVegetableState|state||
243||lua/entities/zdev_test_food_tomato.lua|zdev_test_food_tomato.lua|45|48|ENT:SetLifeTime|time||
244||lua/entities/zdev_test_food_tomato.lua|zdev_test_food_tomato.lua|50|52|ENT:GetLifeTime|||
245||lua/entities/zdev_test_food_tomato.lua|zdev_test_food_tomato.lua|54|79|ENT:OnSpawn|||
246||lua/entities/zdev_test_food_tomato.lua|zdev_test_food_tomato.lua|83|95|ENT:Initialize|||
247||lua/entities/zdev_test_food_tomato.lua|zdev_test_food_tomato.lua|97|112|ENT:Use|activator, caller||
248||lua/entities/zdev_test_food_tomato.lua|zdev_test_food_tomato.lua|114|117|ENT:Think|||
249||lua/entities/zdev_test_food_tomato.lua|zdev_test_food_tomato.lua|120|124|ENT:Draw|||
250||lua/entities/zdev_test_plant-tomato.lua|zdev_test_plant-tomato.lua|24|33|ENT:Initialize|||
251||lua/entities/zdev_test_plant-tomato.lua|zdev_test_plant-tomato.lua|35|71|ENT:SpawnVegetable|count||
252||lua/entities/zdev_test_plant-tomato.lua|zdev_test_plant-tomato.lua|68|70|ENT:Draw|||
253||lua/entities/zdev_test_rock-granite.lua|zdev_test_rock-granite.lua|26|35|ENT:Initialize|||
254||lua/entities/zdev_test_rock-granite.lua|zdev_test_rock-granite.lua|37|39|ENT:OnSpawn|pos||
255||lua/entities/zdev_test_rock-granite.lua|zdev_test_rock-granite.lua|41|77|ENT:SpawnResource|count||
256||lua/entities/zdev_test_rock-granite.lua|zdev_test_rock-granite.lua|74|76|ENT:Draw|||
257||lua/entities/zdev_test_tree-apple.lua|zdev_test_tree-apple.lua|25|34|ENT:Initialize|||
258||lua/entities/zdev_test_tree-apple.lua|zdev_test_tree-apple.lua|36|72|ENT:SpawnFruit|count||
259||lua/entities/zdev_test_tree-apple.lua|zdev_test_tree-apple.lua|69|71|ENT:Draw|||
260||lua/entities/zdev_workbench_base.lua|zdev_workbench_base.lua|24|32|ENT:SetupDataTables|||
261||lua/entities/zdev_workbench_base.lua|zdev_workbench_base.lua|37|49|ENT:Initialize|||
262||lua/entities/zdev_workbench_base.lua|zdev_workbench_base.lua|51|61|ENT:Use|activator, caller, useType, value||
263||lua/entities/zdev_workbench_base.lua|zdev_workbench_base.lua|63|73|ENT:SpawnFunction|ply, tr, ClassName||
264||lua/entities/zdev_workbench_base.lua|zdev_workbench_base.lua|75|77|ENT:OnTakeDamage|dmg||
265||lua/entities/zdev_workbench_base.lua|zdev_workbench_base.lua|84|111|ENT:Draw|||
266||lua/skins/dark-kit.lua|dark-kit.lua|84|86|DrawRounded|radius, x, y, w, h, col||Helper function for rounded boxes
267||lua/skins/dark-kit.lua|dark-kit.lua|92|104|SKIN:PaintFrame|panel, w, h||--------------------------------------------------------]]
268||lua/skins/dark-kit.lua|dark-kit.lua|110|134|SKIN:PaintButton|panel, w, h||--------------------------------------------------------]]
269||lua/skins/dark-kit.lua|dark-kit.lua|140|154|SKIN:PaintTextEntry|panel, w, h||--------------------------------------------------------]]
270||lua/skins/dark-kit.lua|dark-kit.lua|160|163|SKIN:PaintVScrollBar|panel, w, h||--------------------------------------------------------]]
271||lua/skins/dark-kit.lua|dark-kit.lua|166|173|SKIN:PaintScrollBarGrip|panel, w, h||
272||lua/skins/dark-kit.lua|dark-kit.lua|177|243|SKIN:PaintButtonDown|panel, w, h||Disable buttons on scrollbar (modern look usually hides them)
273||lua/skins/dark-kit.lua|dark-kit.lua|178|243|SKIN:PaintButtonUp|panel, w, h||
274||lua/skins/dark-kit.lua|dark-kit.lua|184|191|SKIN:PaintPropertySheet|panel, w, h||--------------------------------------------------------]]
275||lua/skins/dark-kit.lua|dark-kit.lua|194|201|SKIN:PaintTab|panel, w, h||
276||lua/skins/dark-kit.lua|dark-kit.lua|204|211|SKIN:PaintActiveTab|panel, w, h||
277||lua/skins/dark-kit.lua|dark-kit.lua|217|220|SKIN:PaintTree|panel, w, h||--------------------------------------------------------]]
278||lua/skins/dark-kit.lua|dark-kit.lua|223|227|SKIN:PaintTreeNode|panel, w, h||
279||lua/skins/dark-kit.lua|dark-kit.lua|230|233|SKIN:PaintSelection|panel, w, h||
280||lua/weapons/zdev_editor_effect/cl_init.lua|cl_init.lua|54|58|SWEP:HUDShouldDraw|||
281||lua/weapons/zdev_editor_effect/cl_init.lua|cl_init.lua|67|83|SWEP:DoDrawCrosshair|x, y||
282||lua/weapons/zdev_editor_effect/cl_init.lua|cl_init.lua|85|92|SWEP:DrawHUD|||
283||lua/weapons/zdev_editor_effect/cl_init.lua|cl_init.lua|94|96|SWEP:DrawHUDBackground|||
284||lua/weapons/zdev_editor_effect/cl_init.lua|cl_init.lua|98|100|SWEP:RenderScreen|||
285||lua/weapons/zdev_editor_effect/cl_init.lua|cl_init.lua|102|112|SWEP:CreateMenu|||
286||lua/weapons/zdev_editor_effect/cl_init.lua|cl_init.lua|115|182|SWEP:EditorMenu|||
287||lua/weapons/zdev_editor_effect/shared.lua|shared.lua|92|301|SWEP:GetClientConVars|||
288||lua/weapons/zdev_editor_effect/shared.lua|shared.lua|117|142|SWEP:SetupDataTables|||
289||lua/weapons/zdev_editor_effect/shared.lua|shared.lua|144|148|SWEP:Initialize|||
290||lua/weapons/zdev_editor_effect/shared.lua|shared.lua|150|154|SWEP:Deploy|||
291||lua/weapons/zdev_editor_effect/shared.lua|shared.lua|156|160|SWEP:Holster|||
292||lua/weapons/zdev_editor_effect/shared.lua|shared.lua|162|171|SWEP:Reload|||
293||lua/weapons/zdev_editor_effect/shared.lua|shared.lua|173|175|SWEP:PrimaryAttack|||
294||lua/weapons/zdev_editor_effect/shared.lua|shared.lua|177|194|SWEP:SecondaryAttack|||
295||lua/weapons/zdev_editor_effect/shared.lua|shared.lua|196|199|SWEP:Think|||
296||lua/weapons/zdev_editor_effect/shared.lua|shared.lua|201|216|SWEP:GetTrace|||
297||lua/weapons/zdev_editor_effect/shared.lua|shared.lua|219|247|SWEP:CreateSprite|parent, pos, ang||
298||lua/weapons/zdev_editor_effect/shared.lua|shared.lua|249|301|SWEP:CreateEmitter|parent, pos, ang||
299||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|108|111|SWEP:SetupDataTables|||
300||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|117|127|SWEP:Initialize|||
301||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|133|139|SWEP:Deploy|||
302||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|141|147|SWEP:Holster|||
303||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|149|152|SWEP:OnRemove|||
304||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|158|169|SWEP:Think|||
305||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|171|197|SWEP:HandleGrapplePull|||
306||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|203|221|SWEP:PrimaryAttack|||
307||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|223|249|SWEP:DoPrimaryAction|||
308||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|255|272|SWEP:SecondaryAttack|||
309||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|274|277|SWEP:DoSecondaryAction|||
310||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|279|287|SWEP:ReleaseGrapple|||
311||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|293|296|SWEP:Reload|||
312||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|307|313|SWEP:DrawHUD|||
313||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|315|322|SWEP:DoDrawCrosshair|x, y||
314||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|324|327|SWEP:DrawWorldModel|||
315||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|343|362|SWEP:GetHandPosition|||
316||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|364|383|SWEP:DrawGrappleCable|||
317||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|391|398|SWEP:GetTargetEntity|||
318||lua/weapons/zdev_gadget_grapple.lua|zdev_gadget_grapple.lua|400|407|SWEP:GetTargetPosition|||
319||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|86|92|SWEP:SetupDataTables|||
320||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|98|143|SWEP:Initialize|||
321||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|145|154|SWEP:Deploy|||
322||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|156|169|SWEP:Holster|||
323||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|171|173|SWEP:Reload|||
324||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|179|182|SWEP:PrimaryAttack|||
325||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|184|188|SWEP:SecondaryAttack|||
326||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|190|210|SWEP:PullPin|isDropThrow||
327||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|219|230|SWEP:GetCurrentThrowForce||number force The calculated throw force; number fraction The charge fraction (0-1)|Calculates the current throw force based on charge time
328||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|236|268|SWEP:Think|||
329||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|274|276|SWEP:BeginThrow|||
330||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|278|350|SWEP:ReleaseProjectile|||
331||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|354|363|SWEP:CalculateThrowPitch|pitch||Converts raw pitch into an arced throw pitch. Looking level (0°) throws slightly upward; looking down throws downward.
332||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|369|384|SWEP:DetonateInHand|||
333||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|387|391|SWEP:PreDrop|||Called if the weapon is dropped while the pin is pulled (e.g., owner dies)
334||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|397|429|SWEP:SpawnProjectile|pos, ang, velocity, angImpulse, thrower||
335||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|439|1100|SWEP:CalculateTrajectory|startPos, velocity|table Array of Vector points along the trajectory|Calculates trajectory points for the grenade throw
336||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|474|502|SWEP:GetThrowPrediction||Vector startPos, Vector velocity|Gets the predicted throw parameters (position, velocity) for trajectory
337||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|511|518|SWEP:Holster|||
338||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|520|1100|SWEP:ViewModelDrawn|||
339||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|628|1100|SWEP:DrawWorldModel|||
340||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|744|784|SWEP:GetBoneOrientation|basetab, tab, ent, bone_override||
341||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|786|1100|SWEP:CreateModels|tab||
342||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|833|1100|SWEP:UpdateBonePositions|vm||
343||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|897|1100|SWEP:ResetBonePositions|vm||
344||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|915|1100|table.FullCopy|tab||Fully copies the table, meaning all tables inside this table are copied too and so on (normal table.Copy copies only their reference). Does not copy entities of course, only copies their reference. WARNING: do not use on tables that contain themselves somewhere down the line or you'll get an infinite loop
345||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|941|1014|SWEP:DrawHUD|||
346||lua/weapons/zdev_grenade_base.lua|zdev_grenade_base.lua|1017|1100|SWEP:DrawTrajectory|||Draws the 3D trajectory arc
347||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|41|43|SWEP:Initialize|||
348||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|45|47|SWEP:Deploy|||
349||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|49|77|SWEP:PrimaryAttack|||
350||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|79|82|SWEP:SecondaryAttack|||
351||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|84|85|SWEP:Think|||
352||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|87|89|SWEP:CanPrimaryAttack|||
353||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|91|93|SWEP:CanSecondaryAttack|||
354||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|95|97|SWEP:Reload|||
355||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|99|101|SWEP:Holster|||
356||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|103|104|SWEP:OnRemove|||
357||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|106|107|SWEP:OnRestore|||
358||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|109|110|SWEP:OnDrop|owner||
359||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|112|113|SWEP:OwnerChanged|||
360||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|115|117|SWEP:AcceptInput|inputName, activator, caller, data||
361||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|119|121|SWEP:KeyValue|key, value||
362||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|123|125|SWEP:FireAnimationEvent|pos, ang, event, options, source||
363||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|127|129|SWEP:TranslateActivity|act||
364||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|131|133|SWEP:SetWeaponHoldType|name||
365||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|135|136|SWEP:Equip|newOwner||
366||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|138|139|SWEP:EquipAmmo|ply||
367||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|141|143|SWEP:ShouldDropOnDie|||
368||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|145|147|SWEP:CanBePickedUpByNPCs|||
369||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|149|151|SWEP:GetCapabilities|||
370||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|153|155|SWEP:GetNPCBulletSpread|proficiency||
371||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|157|159|SWEP:GetNPCBurstSettings|||
372||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|161|163|SWEP:GetNPCRestTimes|||
373||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|165|167|SWEP:NPCShoot_Primary|shootPos, shootDir||
374||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|169|171|SWEP:NPCShoot_Secondary|shootPos, shootDir||
375||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|173|175|SWEP:DoImpactEffect|traceResult, damageType||
376||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|177|179|SWEP:GetTracerOrigin|||
377||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|182|183|SWEP:DrawHUD|||
378||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|185|186|SWEP:DrawHUDBackground|||
379||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|188|190|SWEP:DoDrawCrosshair|x, y||
380||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|192|194|SWEP:DrawWeaponSelection|x, y, width, height, alpha||
381||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|196|197|SWEP:PrintWeaponInfo|x, y, alpha||
382||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|199|201|SWEP:DrawWorldModel|flags||
383||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|203|205|SWEP:DrawWorldModelTranslucent|flags||
384||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|207|208|SWEP:ViewModelDrawn|viewModel, flags||
385||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|210|212|SWEP:PreDrawViewModel|vm, weapon, ply, flags||
386||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|214|215|SWEP:PostDrawViewModel|vm, weapon, ply, flags||
387||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|217|219|SWEP:ShouldDrawViewModel|||
388||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|221|223|SWEP:GetViewModelPosition|eyePos, eyeAng||
389||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|225|227|SWEP:CalcViewModelView|viewModel, oldEyePos, oldEyeAng, eyePos, eyeAng||
390||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|229|231|SWEP:CalcView|ply, pos, ang, fov||
391||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|233|235|SWEP:TranslateFOV|currentFOV||
392||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|237|239|SWEP:AdjustMouseSensitivity|||
393||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|241|243|SWEP:FreezeMovement|||
394||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|245|247|SWEP:HUDShouldDraw|element||
395||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|249|250|SWEP:CustomAmmoDisplay|||
396||lua/weapons/zdev_tool_axe.lua|zdev_tool_axe.lua|252|253|SWEP:RenderScreen|||
397||lua/weapons/zdev_weapon_base_grenade/cl_init.lua|cl_init.lua|5|484|SWEP:ViewModelDrawn|||
398||lua/weapons/zdev_weapon_base_grenade/cl_init.lua|cl_init.lua|113|484|SWEP:DrawWorldModel|||
399||lua/weapons/zdev_weapon_base_grenade/cl_init.lua|cl_init.lua|229|269|SWEP:GetBoneOrientation|basetab, tab, ent, bone_override||
400||lua/weapons/zdev_weapon_base_grenade/cl_init.lua|cl_init.lua|271|484|SWEP:CreateModels|tab||
401||lua/weapons/zdev_weapon_base_grenade/cl_init.lua|cl_init.lua|318|484|SWEP:UpdateBonePositions|vm||
402||lua/weapons/zdev_weapon_base_grenade/cl_init.lua|cl_init.lua|382|484|SWEP:ResetBonePositions|vm||
403||lua/weapons/zdev_weapon_base_grenade/cl_init.lua|cl_init.lua|400|484|table.FullCopy|tab||Fully copies the table, meaning all tables inside this table are copied too and so on (normal table.Copy copies only their reference). Does not copy entities of course, only copies their reference. WARNING: do not use on tables that contain themselves somewhere down the line or you'll get an infinite loop
404||lua/weapons/zdev_weapon_base_grenade/cl_init.lua|cl_init.lua|421|484|SWEP:DrawHUD|||
405||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|77|114|SWEP:Initialize|||
406||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|116|126|SWEP:Holster|||
407||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|128|130|SWEP:OnRemove|||
408||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|132|136|SWEP:Deploy|||
409||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|138|143|SWEP:CanPrimaryAttack|||
410||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|145|157|SWEP:PrimaryAttack|||
411||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|159|197|SWEP:Think|||
412||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|200|203|SWEP:GetThrowForce|chargeTime||Calculate throw force based on charge time
413||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|206|210|SWEP:GetChargeFraction|||Get current charge fraction for HUD (0 to 1)
414||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|212|247|SWEP:ThrowGrenade|throwForce||
415||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|249|274|SWEP:CreateGrenadeEntity|pos, angles, velocity||
416||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|276|305|SWEP:ExplodeInHand|||
417||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|307|310|SWEP:SecondaryAttack|||
418||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|312|316|SWEP:Reload|||
419||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|318|349|SWEP:CheckAutoReload|||
420||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|351|353|SWEP:CanBePickedUpByNPCs|||
421||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|355|357|SWEP:GetPrintName|||
422||lua/weapons/zdev_weapon_base_grenade/shared.lua|shared.lua|360|362|SWEP:SetupDataTables|||Prediction setup
423||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|42|91|SWEP:GetViewModelPosition|pos, ang||
424||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|98|103|SWEP:TranslateFOV|fov||
425||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|136|165|EnsureFonts|||
426||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|186|241|CalcHUDBobSway|owner, adsLerp||
427||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|255|783|DrawCircleArc|x, y, radius, segments, startAngle, endAngle||
428||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|280|292|DrawCornerBracket|x, y, size, thick, corner||
429||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|301|783|DrawProgressArc|x, y, innerR, outerR, startAngle, endAngle, segments||
430||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|328|783|DrawCircleTicks|x, y, radius, count, tickLen, rotation||
431||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|347|783|SWEP:DrawSciFiReticle|cx, cy, adsLerp, spread||
432||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|453|783|SWEP:DrawSciFiHUD|bobOffsetX, bobOffsetY||
433||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|626|646|SWEP:DoDrawCrosshair|x, y||
434||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|651|662|SWEP:DrawHUD|||
435||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|671|676|SWEP:CalcViewModelView|vm, oldPos, oldAng, pos, ang||
436||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|681|684|SWEP:CalcView|ply, origin, angles, fov||
437||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|693|726|SWEP:FireAnimationEvent|pos, ang, event, options||
438||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|735|737|SWEP:RenderScreen|||
439||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|746|752|SWEP:StartCommand|cmd||
440||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|757|762|SWEP:GetHoldType|||
441||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|771|773|SWEP:IsInIronsights|||
442||lua/weapons/zdev_weapon_base_pistol/cl_init.lua|cl_init.lua|778|782|SWEP:GetSpreadPercent|||
443||lua/weapons/zdev_weapon_base_pistol/init.lua|init.lua|25|54|SWEP:BulletCallback|attacker, tr, dmginfo||
444||lua/weapons/zdev_weapon_base_pistol/init.lua|init.lua|62|111|SWEP:HandlePenetration|attacker, tr, dmginfo||
445||lua/weapons/zdev_weapon_base_pistol/init.lua|init.lua|120|124|SWEP:SetupDataTables|||
